cluster,rank,chunk_id,leader,speech_id,similarity_to_centroid,passage
-1,1,merkel1_c011,merkel,merkel1,0.7070207595825195,"Dafür braucht es einen offenen Blick auf die Welt und Selbstvertrauen – in uns und unser Land.  Zusammenhalt, Offenheit, unsere Demokratie und eine starke Wirtschaft, die dem Wohl aller dient: Das ist es, was mich für unsere Zukunft hier in Deutschland auch am Ende eines schweren Jahres zuversichtlich sein lässt.  Keiner dieser Werte ist uns einfach so gegeben. Für jeden werden wir auch 2017 arbei"
-1,2,merkel2_c003,merkel,merkel2,0.6572709083557129,"Beides sind Realitäten in unserem Land: der Erfolg und die Zuversicht, aber auch die Ängste und die Zweifel. Für mich ist beides Ansporn.  Denn Sie, liebe Mitbürgerinnen und Mitbürger, haben uns Politikern den Auftrag gegeben, uns um die Herausforderungen der Zukunft zu kümmern und dabei die Bedürfnisse aller Bürgerinnen und Bürger im Auge zu haben. Diesem Auftrag fühle ich mich verpflichtet – auc"
-1,3,merkel2020_c000,merkel,merkel2020,0.653484582901001,"Liebe Mitbürgerinnen und Mitbürger,  heute Abend stehen wir nicht nur am Beginn eines neuen Jahres, sondern auch eines neuen Jahrzehnts. Ich bin überzeugt: Wir haben gute Gründe, zuversichtlich zu sein, dass die in wenigen Stunden beginnenden 20er Jahre des 21. Jahrhunderts gute Jahre werden können – wenn wir unsere Stärken nutzen, wenn wir auf das setzen, was uns verbindet, wenn wir uns daran eri"
-1,4,merkel1_c004,merkel,merkel1,0.6463398933410645,"Auch indem wir zum Beispiel mit den Bildern des zerbombten Aleppo in Syrien vor Augen noch einmal sagen dürfen, wie wichtig und richtig es war, dass unser Land auch im zurückliegenden Jahr denjenigen, die tatsächlich unseren Schutz brauchen, geholfen hat, hier bei uns Tritt zu fassen und sich zu integrieren.  Das alles – es spiegelt sich wider in unserer Demokratie, in unserem Rechtsstaat, in unse"
-1,5,merkel2_c000,merkel,merkel2,0.642532467842102,"Liebe Mitbürgerinnen und Mitbürger,  ich grüße Sie herzlich. Ich freue mich über die Gelegenheit, Ihnen auch an diesem Silvestertag einige Gedanken zu sagen, die mich an der Schwelle zum neuen Jahr bewegen.  Aus zahlreichen Gesprächen und Begegnungen in diesem Jahr weiß ich, dass sich viele von Ihnen Sorgen über den Zusammenhalt in Deutschland machen. Schon lange gab es darüber nicht mehr so unter"
-1,6,merkel1_c009,merkel,merkel1,0.6397933959960938,"2017 ist auch das Jahr der nächsten Bundestagswahl. Ich werde mich für eine politische Auseinandersetzung einsetzen, bei der wir über vieles leidenschaftlich streiten werden, aber stets wie Demokraten, die nie vergessen, dass es eine Ehre ist, unserer Demokratie und damit den Menschen zu dienen.  Zu dem, was mir Mut für unser Deutschland macht, gehört auch unsere soziale Marktwirtschaft. Sie lässt"
-1,7,merkel3_c010,merkel,merkel3,0.6375857591629028,"Da, wo wir an unsere Werte glauben und unsere Ideen mit Tatkraft umsetzen, da kann Neues und Gutes entstehen. Daraus können die Kräfte erwachsen, die wir brauchen, um Schritt für Schritt die Probleme zu lösen und so den Boden für eine friedliche, sichere Zukunft für uns und unsere Kinder zu bereiten. Den Mut dazu wünsche ich uns allen, verbunden mit all meinen guten Wünschen für Sie und Ihre Famil"
-1,8,merkel1_c000,merkel,merkel1,0.6369473934173584,"Liebe Mitbürgerinnen und Mitbürger,  2016 war ein Jahr schwerer Prüfungen. Darüber möchte ich heute Abend zu Ihnen sprechen - aber auch darüber, warum ich trotz allem für Deutschland zuversichtlich bin und warum ich so sehr von den Stärken unseres Landes und seiner Menschen überzeugt bin.  Die schwerste Prüfung ist ohne Zweifel der islamistische Terrorismus, der auch uns Deutsche seit vielen Jahre"
-1,9,merkel1_c005,merkel,merkel1,0.6296364068984985,"Sie sind der Gegenentwurf zur hasserfüllten Welt des Terrorismus, und sie werden stärker sein als der Terrorismus. Wir gemeinsam sind stärker. Unser Staat ist stärker.  Unser Staat tut alles, um seinen Bürgern Sicherheit in Freiheit zu gewährleisten.  Diese Arbeit ist nie beendet, und gerade in diesem Jahr haben wir den Sicherheitsbehörden viel neue Unterstützung gegeben. 2017 werden wir als Bunde"
-1,10,merkel3_c009,merkel,merkel3,0.6119084358215332,"Dabei ringen wir um die besten Lösungen in der Sache. Immer häufiger aber auch um den Stil unseres Miteinanders, um unsere Werte: Offenheit, Toleranz und Respekt. Diese Werte haben unser Land stark gemacht. Für sie müssen wir uns gemeinsam einsetzen – auch wenn es unbequem und anstrengend ist."
0,1,erdogan2024_c008,erdogan,erdogan2024,0.8592683672904968,"Doğru yoldayız; Allah’ın izniyle hedeflerimize de ulaşacağız.  Sizlerden sadece biraz daha sabır, metanet ve anlayış istiyoruz.  Aziz Milletim…  2024 senesinin son haftaları, köklü tarihi, beşeri ve komşuluk ilişkilerimizin bulunduğu Suriye’de yeni bir dönemin kıvılcımı oldu."
0,2,erdogan2023_c017,erdogan,erdogan2023,0.8213966488838196,"İnşallah 2024, darbe girişimiyle başlayıp kKovid-19 salgınıyla büyüyen, bölgemizdeki çatışmalarla derinleşen sıkıntılı dönemden kurtulup, hedeflerimize kilitlendiğimiz bir yıl olacaktır.  Küresel krizlerin artarak sürdüğü bir dönemde, biz farkımızı bir kez daha göstererek, üreten, istihdam eden, büyüyen, gelişen Türkiye’nin yıldızını yükselteceğiz."
0,3,erdogan2024_c014,erdogan,erdogan2024,0.8172600269317627,"Ama gerektiğinde, devletimizin kadife eldiven içindeki demir yumruğunu devreye almaktan da çekinmeyeceğiz.  Bu çerçevede 2025 yılında milletimize inşallah yeni müjdeler vermeyi ümit ve arzu ediyoruz.  Rabbim yar ve yardımcımız olsun."
0,4,erdogan2022_c017,erdogan,erdogan2022,0.8075656890869141,"Yani, yeni başlıyoruz.  Amacımız, bu başlangıcı en iyi ve etkin şekilde yaparak, gençlerimize Türkiye Yüzyılını, hedeflerimize, hayallerimize, medeniyet ve tarih mirasımıza uygun şekilde başarıya ulaştırabilecekleri bir ülke bırakmaktır.  Bu duygularla geride bıraktığımız 2022’yi uğurluyor, 2023’te milletimizin her bir ferdine ve tüm insanlığa barış, huzur, refah, esenlik dolu bir yıl diliyorum.  "
0,5,erdogan2023_c007,erdogan,erdogan2023,0.8058638572692871,"Cumhuriyetimizin ilk asrını bitirip, Türkiye Yüzyılı dediğimiz yeni asrına ayak bastığı bir dönemde, daha büyük hedeflere yönelirken, azmimizi ve gayretimizi sürekli perçinliyoruz.  Zalimin zulmünün ilanihaye sürüp gitmeyeceğine inanıyoruz."
0,6,erdogan2022_c007,erdogan,erdogan2022,0.8020356297492981,"Teröristleri açtıkları çukurlara gömerek…  Darbecilerin başını ezerek…  Ekonomik tetikçileri kendi programlarımızla hüsrana uğratarak…  Küresel krizleri fırsata dönüştürmek için ülkemizin kaynaklarını tam kapasite harekete geçirerek…  Velhasıl beraberce var gücümüzle mücadele ederek, 2023 hedeflerimizin kılavuzluğunda yolumuza hep devam ettik."
0,7,erdogan2023_c018,erdogan,erdogan2023,0.79754638671875,"Evet, 2023 hedefleri başlangıçtı; asıl çıkışımızı Türkiye Yüzyılıyla, 2024’le birlikte başlatıyoruz.  Bu mücadeleyi de, sizlerin desteğiyle zafere ulaştıracağımıza yürekten inanıyoruz.  Bu duygularla bir kez daha yeni takvim yılının milletimizin tüm fertlerine ve insanlığa hayırlı olmasını diliyorum.  Hepinizi sevgiyle, saygıyla selamlıyorum.  Kalın sağlıcakla…"
0,8,erdogan2025_c014,erdogan,erdogan2025,0.7857826948165894,"Mavi Vatan’da ne emrivakiye, ne yankesiciliğe, ne de korsanlığa asla göz yummayacağımızın altını bugün bir kere daha çizmek istiyorum.  Aziz Milletim; Yalnızca ülkemizin değil, bölgemizin de önünde yepyeni bir sayfa açacak Terörsüz Türkiye sürecinde bazı önemli eşikleri geride bıraktık."
0,9,erdogan2022_c004,erdogan,erdogan2022,0.7791088819503784,"Ülkemizin en iddialı demokrasi ve kalkınma vizyonlarından biri olan 2023 hedeflerimizi milletimizin takdirine sunup onayını aldığımız 2011 seçimlerinden beri, bu sözümüzü yerine getirmek için gece gündüz çalıştık.  Türkiye’nin 2023 hedeflerini ilan etmesinden hemen sonra başlayan ve bugüne kadar kesintisiz süren hadiseler, bir yönüyle de, bu adımla ne kadar çok güç odağını ürküttüğümüzün ifadesidi"
0,10,erdogan2023_c013,erdogan,erdogan2023,0.778472900390625,"Evet, buradan bir kez daha tekrarlamak istiyorum.  Milletimiz birliğine, beraberliğine, kardeşliğine sahip çıktıkça, Allah’ın izniyle bizi kimse bölemeyecektir.  Devletimiz 2023 hedeflerinin bir sonraki safhası olan Türkiye Yüzyılı vizyonunu hayata geçirdikçe, Allah izniyle ayyıldızlı bayrağımızın yükselişi hep sürecektir."
1,1,merkel2020_c001,merkel,merkel2020,0.8372096419334412,"Im nächsten Jahr wird Deutschland seit 30 Jahren in Frieden und Freiheit wiedervereint sein. In diesen 30 Jahren haben wir Großartiges geschafft. So hatten zum Beispiel noch nie so viele Menschen Arbeit wie heute. Dennoch bleibt auch im nächsten Jahrzehnt noch mehr zu tun, als wir vor 30 Jahren gedacht haben.  Zugleich erleben wir täglich, wie sehr der digitale Fortschritt unser Leben in allen Ber"
1,2,merkel1_c010,merkel,merkel1,0.8170934319496155,"Noch nie hatten so viele Menschen Arbeit wie heute. Unsere Unternehmen stehen überwiegend gut da. Unser wirtschaftlicher Erfolg gibt uns die Möglichkeit, unser Sozialsystem zu stärken und all denen zu helfen, die Hilfe brauchen. Ab morgen treten zum Beispiel wichtige Verbesserungen in der Pflege in Kraft.  Mut machen mir auch der Enthusiasmus und Erfindungsgeist, mit dem in deutschen Unternehmen u"
1,3,merkel3_c008,merkel,merkel3,0.80907142162323,"Um Arbeitsplätze, Wohlstand und unsere Lebensgrundlagen zu sichern, geht die Bundesregierung konsequent die nächsten Schritte beim Strukturwandel von traditionellen zu neuen Technologien und setzt ihre Strategie für den digitalen Fortschritt um.  Mit unserer Arbeit für gleichwertige Lebensverhältnisse wollen wir erreichen, dass jede und jeder einen guten Zugang zu Bildung, Wohnraum und Gesundheits"
1,4,merkel2_c005,merkel,merkel2,0.8066249489784241,"Das bedeutet zum einen:  bestehende Arbeitsplätze zu sichern wie auch ganz neue Jobs für die Zukunft zu schaffen, die Unternehmen noch mehr bei Forschung und Entwicklung in innovative Technologien zu unterstützen den Staat zum digitalen Vorreiter zu machen, und vor allem uns und unsere Kinder mit bester Bildung und Weiterbildung auf den digitalen Fortschritt vorzubereiten. Und das heißt zum andere"
